name,Pmax,Pmin,type,bus,max_ramp_up,max_ramp_down,min_up_time,min_down_time,marginal_cost,shut_down_cost,start_cost,zone,generator,x,y,V
gen_48_21,67.2,0.0,wind,48,,,0.0,0.0,0.0,0,0.0,R2,72,772,-249,142.1
gen_48_22,67.2,0.0,wind,48,,,0.0,0.0,0.0,0,0.0,R2,65,772,-249,142.1
gen_48_23,67.2,0.0,wind,48,,,0.0,0.0,0.0,0,0.0,R2,57,772,-249,142.1
gen_48_24,67.2,0.0,wind,48,,,0.0,0.0,0.0,0,0.0,R2,19,772,-249,142.1
gen_53_25,67.2,0.0,wind,53,,,0.0,0.0,0.0,0,0.0,R2,55,790,-48,142.1
gen_54_26,74.7,0.0,solar,54,,,0.0,0.0,0.0,0,0.0,R2,21,899,-46,142.1
gen_55_27,250.0,0.0,hydro,55,10.4,10.4,12.0,12.0,36.0,0,0.0,R2,66,844,-45,142.1
gen_55_28,67.2,0.0,wind,55,,,0.0,0.0,0.0,0,0.0,R2,58,844,-45,142.1
gen_55_29,67.2,0.0,wind,55,,,0.0,0.0,0.0,0,0.0,R2,22,844,-45,142.1
gen_58_30,400.0,0.0,nuclear,58,2.8,2.8,2016.0,2016.0,35.0,0,27728.7,R2,54,950,-69,142.1
gen_59_31,67.2,0.0,wind,59,,,0.0,0.0,0.0,0,0.0,R2,63,950,-164,142.1
gen_60_32,67.2,0.0,wind,60,,,0.0,0.0,0.0,0,0.0,R2,24,950,-216,142.1
gen_61_33,67.2,0.0,wind,61,,,0.0,0.0,0.0,0,0.0,R2,25,913,-311,142.1
gen_61_34,250.0,0.0,hydro,61,10.4,10.4,12.0,12.0,36.0,0,0.0,R2,61,913,-311,142.1
gen_64_35,67.2,0.0,wind,64,,,0.0,0.0,0.0,0,0.0,R2,26,863,-364,355.4
gen_65_36,67.2,0.0,wind,65,,,0.0,0.0,0.0,0,0.0,R2,27,845,-311,142.1
gen_68_37,67.2,0.0,wind,68,,,0.0,0.0,0.0,0,0.0,R2,28,727,-339,142.1
gen_69_38,67.2,0.0,wind,69,,,0.0,0.0,0.0,0,0.0,R1,31,582,-346,142.1
gen_69_39,67.2,0.0,wind,69,,,0.0,0.0,0.0,0,0.0,R1,29,582,-346,142.1
gen_75_40,67.2,0.0,wind,75,,,0.0,0.0,0.0,0,0.0,R2,33,688,-486,142.1
gen_76_41,67.2,0.0,wind,76,,,0.0,0.0,0.0,0,0.0,R2,35,718,-518,142.1
gen_76_42,67.2,0.0,wind,76,,,0.0,0.0,0.0,0,0.0,R2,23,718,-518,142.1
gen_79_43,67.2,0.0,wind,79,,,0.0,0.0,0.0,0,0.0,R2,59,778,-486,142.1
gen_79_44,67.2,0.0,wind,79,,,0.0,0.0,0.0,0,0.0,R2,67,778,-486,142.1
gen_82_45,67.2,0.0,wind,82,,,0.0,0.0,0.0,0,0.0,R3,36,578,-583,142.1
gen_84_46,67.2,0.0,wind,84,,,0.0,0.0,0.0,0,0.0,R3,37,560,-643,142.1
gen_86_47,67.2,0.0,wind,86,,,0.0,0.0,0.0,0,0.0,R3,38,578,-689,165.8
gen_88_48,67.2,0.0,wind,88,,,0.0,0.0,0.0,0,0.0,R3,39,650,-645,142.1
gen_89_49,67.2,0.0,wind,89,,,0.0,0.0,0.0,0,0.0,R3,60,654,-685,142.1
gen_89_50,67.2,0.0,wind,89,,,0.0,0.0,0.0,0,0.0,R3,68,654,-685,142.1
gen_91_51,67.2,0.0,wind,91,,,0.0,0.0,0.0,0,0.0,R3,42,742,-644,142.1
gen_99_52,67.2,0.0,wind,99,,,0.0,0.0,0.0,0,0.0,R3,73,851,-582,142.1
gen_99_53,400.0,0.0,nuclear,99,2.8,2.8,2016.0,2016.0,35.0,0,27728.7,R3,43,851,-582,142.1
gen_99_54,74.7,0.0,solar,99,,,0.0,0.0,0.0,0,0.0,R3,44,851,-582,142.1
gen_103_55,67.2,0.0,wind,103,,,0.0,0.0,0.0,0,0.0,R3,46,901,-579,142.1
gen_104_56,67.2,0.0,wind,104,,,0.0,0.0,0.0,0,0.0,R3,47,942,-583,142.1
gen_106_57,250.0,0.0,hydro,106,10.4,10.4,12.0,12.0,36.0,0,0.0,R3,48,988,-582,142.1
gen_110_58,400.0,0.0,nuclear,110,2.8,2.8,2016.0,2016.0,35.0,0,27728.7,R3,50,900,-707,142.1
gen_111_59,250.0,0.0,hydro,111,10.4,10.4,12.0,12.0,36.0,0,0.0,R3,51,987,-699,142.1
gen_112_60,67.2,0.0,wind,112,,,0.0,0.0,0.0,0,0.0,R1,52,203,-276,142.1
gen_115_61,67.2,0.0,wind,115,,,0.0,0.0,0.0,0,0.0,R2,53,781,-362,355.4
