name,Pmax,Pmin,type,bus,max_ramp_up,max_ramp_down,min_up_time,min_down_time,marginal_cost,shut_down_cost,start_cost,zone,generator,x,y,V
gen_79_44,200.0,0.0,thermal,79,5.8,5.8,12.0,12.0,50.0,0,3392.3,R2,67,778,-486,142.1
gen_82_45,400.0,0.0,nuclear,82,2.8,2.8,2016.0,2016.0,35.0,0,27728.7,R3,36,578,-583,142.1
gen_84_46,74.7,0.0,solar,84,,,0.0,0.0,0.0,0,0.0,R3,37,560,-643,142.1
gen_86_47,400.0,0.0,nuclear,86,2.8,2.8,2016.0,2016.0,35.0,0,27728.7,R3,38,578,-689,165.8
gen_88_48,250.0,0.0,hydro,88,10.4,10.4,12.0,12.0,36.0,0,0.0,R3,39,650,-645,142.1
gen_89_49,250.0,0.0,hydro,89,10.4,10.4,12.0,12.0,36.0,0,0.0,R3,60,654,-685,142.1
gen_89_50,67.2,0.0,wind,89,,,0.0,0.0,0.0,0,0.0,R3,68,654,-685,142.1
gen_91_51,200.0,0.0,thermal,91,5.8,5.8,12.0,12.0,50.0,0,3392.3,R3,42,742,-644,142.1
gen_99_52,67.2,0.0,wind,99,,,0.0,0.0,0.0,0,0.0,R3,73,851,-582,142.1
gen_99_53,74.7,0.0,solar,99,,,0.0,0.0,0.0,0,0.0,R3,43,851,-582,142.1
gen_99_54,67.2,0.0,wind,99,,,0.0,0.0,0.0,0,0.0,R3,44,851,-582,142.1
gen_103_55,67.2,0.0,wind,103,,,0.0,0.0,0.0,0,0.0,R3,46,901,-579,142.1
gen_104_56,200.0,0.0,thermal,104,5.8,5.8,12.0,12.0,50.0,0,3392.3,R3,47,942,-583,142.1
gen_106_57,67.2,0.0,wind,106,,,0.0,0.0,0.0,0,0.0,R3,48,988,-582,142.1
gen_110_58,250.0,0.0,hydro,110,10.4,10.4,12.0,12.0,36.0,0,0.0,R3,50,900,-707,142.1
gen_111_59,74.7,0.0,solar,111,,,0.0,0.0,0.0,0,0.0,R3,51,987,-699,142.1
gen_112_60,74.7,0.0,solar,112,,,0.0,0.0,0.0,0,0.0,R1,52,203,-276,142.1
gen_115_61,200.0,0.0,thermal,115,5.8,5.8,12.0,12.0,50.0,0,3392.3,R2,53,781,-362,355.4
